region,trust,date,type1_attendances,admissions
NHS England Midlands And East ,East And North Hertfordshire NHS Trust,2019-02,8862,3618
NHS England Midlands And East ,East Suffolk And North Essex NHS Foundation Trust,2019-02,15326,6384
NHS England Midlands And East ,Erdington GP Health & Wellbeing Wic,2019-02,0,0
NHS England Midlands And East ,Fryatt Hospital,2019-02,0,0
NHS England Midlands And East ,George Eliot Hospital NHS Trust,2019-02,6948,1326
NHS England Midlands And East ,Haverstock Healthcare (Cheshunt Community Hospital),2019-02,0,0
NHS England Midlands And East ,Hertfordshire Community NHS Trust,2019-02,0,0
NHS England Midlands And East ,James Paget University Hospitals NHS Foundation Trust,2019-02,5441,1888
NHS England Midlands And East ,Kettering General Hospital NHS Foundation Trust,2019-02,7384,2761
NHS England Midlands And East ,Latham House Medical Practice,2019-02,0,0
NHS England Midlands And East ,Lincolnshire Community Health Services NHS Trust,2019-02,0,10
NHS England Midlands And East ,Loughborough Urgent Care Centre,2019-02,0,0
NHS England Midlands And East ,Luton And Dunstable University Hospital NHS Foundation Trust,2019-02,8289,4407
NHS England Midlands And East ,Market Harborough Med.Ctr,2019-02,0,0
NHS England Midlands And East ,Market Harborough Urgent Care Centre,2019-02,0,0
NHS England Midlands And East ,Melton Mowbray Urgent Care Centre,2019-02,0,0
NHS England Midlands And East ,Mid Essex Hospital Services NHS Trust,2019-02,7935,2876
NHS England Midlands And East ,Milton Keynes University Hospital NHS Foundation Trust,2019-02,6639,2329
NHS England Midlands And East ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2019-02,8745,4447
NHS England Midlands And East ,North West Anglia NHS Foundation Trust,2019-02,12285,4295
NHS England Midlands And East ,Northampton General Hospital NHS Trust,2019-02,8298,4060
NHS England Midlands And East ,Norwich Practices Ltd,2019-02,0,0
NHS England Midlands And East ,Nottingham Citycare Partnership,2019-02,0,0
NHS England Midlands And East ,Nottingham University Hospitals NHS Trust,2019-02,14896,6769
NHS England Midlands And East ,Oadby & Wigston Urgent Care Centre,2019-02,0,0
NHS England Midlands And East ,Oakham Medical Practice,2019-02,0,0
NHS England Midlands And East ,Oakham Urgent Care Centre,2019-02,0,0
NHS England Midlands And East ,Putnoe Medical Centre Walk In Centre,2019-02,0,0
NHS England Midlands And East ,Sandwell And West Birmingham Hospitals NHS Trust,2019-02,12929,3976
NHS England Midlands And East ,Sherwood Forest Hospitals NHS Foundation Trust,2019-02,8371,3328
NHS England Midlands And East ,Shrewsbury And Telford Hospital NHS Trust,2019-02,8797,4684
NHS England Midlands And East ,Shropshire Community Health NHS Trust,2019-02,0,17
NHS England Midlands And East ,Sleaford Medical Group,2019-02,0,10
NHS England Midlands And East ,South Birmingham GP Walk In Centre,2019-02,0,0
NHS England Midlands And East ,South Warwickshire NHS Foundation Trust,2019-02,5696,2034
NHS England Midlands And East ,Southend University Hospital NHS Foundation Trust,2019-02,6296,3706
NHS England Midlands And East ,Summerfield GP Surg & Urgent Care Centre,2019-02,0,0
NHS England Midlands And East ,The Dudley Group NHS Foundation Trust,2019-02,8277,2723
NHS England Midlands And East ,The Princess Alexandra Hospital NHS Trust,2019-02,8487,2551
NHS England Midlands And East ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2019-02,5311,2727
NHS England Midlands And East ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2019-02,0,5
NHS England Midlands And East ,The Royal Wolverhampton NHS Trust,2019-02,11199,3619
NHS England Midlands And East ,United Lincolnshire Hospitals NHS Trust,2019-02,10934,4707
NHS England Midlands And East ,University Hospitals Birmingham NHS Foundation Trust,2019-02,28898,14167
NHS England Midlands And East ,University Hospitals Coventry And Warwickshire NHS Trust,2019-02,11924,4818
NHS England Midlands And East ,University Hospitals Of Derby And Burton NHS Foundation Trust,2019-02,16520,7199
NHS England Midlands And East ,University Hospitals Of Leicester NHS Trust,2019-02,18472,7860
NHS England Midlands And East ,University Hospitals Of North Midlands NHS Trust,2019-02,14252,8352
NHS England Midlands And East ,Walsall Healthcare NHS Trust,2019-02,6256,2713
NHS England Midlands And East ,Walsall Urgent Care Centre (Community Site),2019-02,0,8
NHS England Midlands And East ,West Hertfordshire Hospitals NHS Trust,2019-02,8109,3239
NHS England Midlands And East ,West Suffolk NHS Foundation Trust,2019-02,5296,2685
NHS England Midlands And East ,Worcestershire Acute Hospitals NHS Trust,2019-02,9717,3962
NHS England Midlands And East ,Wye Valley NHS Trust,2019-02,4661,1533
NHS England North ,Aintree University Hospital NHS Foundation Trust,2019-02,7431,4238
NHS England North ,Airedale NHS Foundation Trust,2019-02,4671,2301
NHS England North ,Alder Hey Children's NHS Foundation Trust,2019-02,5059,1182
NHS England North ,Barnsley Hospital NHS Foundation Trust,2019-02,7876,2812
NHS England North ,Blackpool Teaching Hospitals NHS Foundation Trust,2019-02,5854,3268
NHS England North ,Bolton NHS Foundation Trust,2019-02,8568,2979
NHS England North ,Bradford Teaching Hospitals NHS Foundation Trust,2019-02,9436,4344
NHS England North ,Bransholme Health Centre,2019-02,0,0
NHS England North ,Bridgewater Community Healthcare NHS Foundation Trust,2019-02,0,0
NHS England North ,Calderdale And Huddersfield NHS Foundation Trust,2019-02,11562,4045
NHS England North ,City Hospitals Sunderland NHS Foundation Trust,2019-02,8182,3351
NHS England North ,Countess Of Chester Hospital NHS Foundation Trust,2019-02,5401,2414
NHS England North ,County Durham And Darlington NHS Foundation Trust,2019-02,11096,5088
NHS England North ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2019-02,10877,4411
NHS England North ,Dr Local Care Direct Ooh,2019-02,0,0
NHS England North ,Dr Local Care Direct Ooh,2019-02,0,0
NHS England North ,East Cheshire NHS Trust,2019-02,3679,1256
NHS England North ,East Lancashire Hospitals NHS Trust,2019-02,8976,4913
NHS England North ,East Riding Community Hospital,2019-02,0,0
NHS England North ,Gateshead Health NHS Foundation Trust,2019-02,7116,1819
NHS England North ,Goole & District Hospital,2019-02,0,0
NHS England North ,Harrogate And District NHS Foundation Trust,2019-02,3859,1452
NHS England North ,Hull And East Yorkshire Hospitals NHS Trust,2019-02,10559,4346
NHS England North ,Humber Teaching NHS Foundation Trust,2019-02,0,0
NHS England North ,Lancashire Teaching Hospitals NHS Foundation Trust,2019-02,4193,3975
NHS England North ,Leeds Teaching Hospitals NHS Trust,2019-02,15726,5723
NHS England North ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2019-02,0,189
NHS England North ,Liverpool Women's NHS Foundation Trust,2019-02,0,122
NHS England North ,Manchester University NHS Foundation Trust,2019-02,20562,8206
NHS England North ,Mersey Care NHS Foundation Trust,2019-02,0,121
NHS England North ,Mid Cheshire Hospitals NHS Foundation Trust,2019-02,5402,2994
NHS England North ,Mid Yorkshire Hospitals NHS Trust,2019-02,16355,5091
NHS England North ,Miriam Minor Emergency,2019-02,0,0
NHS England North ,Moreton Health Minor Injury,2019-02,0,0
NHS England North ,North Cumbria University Hospitals NHS Trust,2019-02,7258,2762
NHS England North ,North Tees And Hartlepool NHS Foundation Trust,2019-02,3669,4085
NHS England North ,North West Boroughs Healthcare NHS Foundation Trust,2019-02,0,0
NHS England North ,Northern Doctors Urgent Care,2019-02,0,0
NHS England North ,Northern Lincolnshire And Goole NHS Foundation Trust,2019-02,11228,3322
NHS England North ,Northumbria Healthcare NHS Foundation Trust,2019-02,8365,4957
NHS England North ,Park Community Practice,2019-02,0,0
NHS England North ,Parkfield (H) Minor Emergency,2019-02,0,0
NHS England North ,Pennine Acute Hospitals NHS Trust,2019-02,21628,7913
NHS England North ,Pennine Care NHS Foundation Trust,2019-02,0,0
NHS England North ,Rossendale Minor Injuries Unit,2019-02,0,0
NHS England North ,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2019-02,8804,3342
NHS England North ,Salford Royal NHS Foundation Trust,2019-02,8361,2951
NHS England North ,Shakespeare Walk-In Centre,2019-02,0,0
NHS England North ,Sheffield Children's NHS Foundation Trust,2019-02,4667,978
NHS England North ,Sheffield Teaching Hospitals NHS Foundation Trust,2019-02,8393,5306
NHS England North ,Skelmersdale Walk In Centre,2019-02,0,0
NHS England North ,South Tees Hospitals NHS Foundation Trust,2019-02,10311,4474
NHS England North ,South Tyneside NHS Foundation Trust,2019-02,4870,1239
NHS England North ,South West Yorkshire Partnership NHS Foundation Trust,2019-02,0,126
NHS England North ,Southport And Ormskirk Hospital NHS Trust,2019-02,6637,2529
NHS England North ,St Helens And Knowsley Teaching Hospitals NHS Trust,2019-02,9186,4564
NHS England North ,Stockport NHS Foundation Trust,2019-02,7094,3348
NHS England North ,Tameside And Glossop Integrated Care NHS Foundation Trust,2019-02,6944,2209
NHS England North ,The Christie NHS Foundation Trust,2019-02,0,441
NHS England North ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2019-02,9905,4277
NHS England North ,The Rotherham NHS Foundation Trust,2019-02,7905,1911
NHS England North ,The Walton Centre NHS Foundation Trust,2019-02,0,170
NHS England North ,The Wilberforce Health Centre,2019-02,0,0
NHS England North ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2019-02,7121,2880
NHS England North ,Warrington And Halton Hospitals NHS Foundation Trust,2019-02,6169,2701
NHS England North ,Wirral Community NHS Foundation Trust,2019-02,0,0
NHS England North ,Wirral University Teaching Hospital NHS Foundation Trust,2019-02,6861,3803
NHS England North ,Workington Health Limited,2019-02,0,0
NHS England North ,"Wrightington, Wigan And Leigh NHS Foundation Trust",2019-02,6754,2561
NHS England North ,York Teaching Hospital NHS Foundation Trust,2019-02,9482,4880
NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2019-02,8514,2534
NHS England South East ,Ashford Walk-In-Centre,2019-02,0,0
NHS England South East ,Assura Reading Llp,2019-02,0,0
NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2019-02,0,0
NHS England South East ,Bracknell Urgent Care Centre Wic,2019-02,0,0
NHS England South East ,Brighton And Sussex University Hospitals NHS Trust,2019-02,12382,3609
NHS England South East ,Brighton Station Health Centre,2019-02,0,0
NHS England South East ,Buckinghamshire Healthcare NHS Trust,2019-02,5931,4935
NHS England South East ,Dartford And Gravesham NHS Trust,2019-02,9224,2891
NHS England South East ,East Berks Primary Care Ooh(Wam),2019-02,0,0
NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2019-02,14004,5817
NHS England South East ,East Sussex Healthcare NHS Trust,2019-02,9320,3829
NHS England South East ,Eastbourne Station Health Centre,2019-02,0,0
NHS England South East ,First Community Health And Care Cic,2019-02,0,0
NHS England South East ,Frimley Health NHS Foundation Trust,2019-02,18765,7313
NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2019-02,8849,3560
NHS England South East ,Haslemere Minor Injuries Unit,2019-02,0,0
NHS England South East ,Hastings Med P & Walkin,2019-02,0,0
NHS England South East ,Isle Of Wight NHS Trust,2019-02,3513,1017
NHS England South East ,Kent Community Health NHS Foundation Trust,2019-02,0,0
NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2019-02,12568,4417
NHS England South East ,Medway NHS Foundation Trust,2019-02,7440,3038
NHS England South East ,Oxford Health NHS Foundation Trust,2019-02,0,0
NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2019-02,10923,6644
NHS England South East ,Portsmouth Hospitals NHS Trust,2019-02,9311,4562
NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2019-02,0,344
NHS England South East ,Royal Berkshire NHS Foundation Trust,2019-02,8685,3476
NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,2019-02,5669,2645
NHS England South East ,Southampton NHS Treatment Centre,2019-02,0,0
NHS England South East ,Southern Health NHS Foundation Trust,2019-02,0,192
NHS England South East ,St Mary's NHS Treatment Centre,2019-02,0,0
NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2019-02,7721,3088
NHS England South East ,Sussex Community NHS Foundation Trust,2019-02,0,4
NHS England South East ,University Hospital Southampton NHS Foundation Trust,2019-02,8604,4816
NHS England South East ,Western Sussex Hospitals NHS Foundation Trust,2019-02,11051,4738
NHS England South East ,Whitstable Medical Practice,2019-02,0,0
NHS England South East ,Woking Walk In Centre,2019-02,0,0
NHS England South West ,Bristol Community Health,2019-02,0,0
NHS England South West ,Clevedon Hospital,2019-02,0,1097
NHS England South West ,Cornwall Partnership NHS Foundation Trust,2019-02,0,21
NHS England South West ,Dorset County Hospital NHS Foundation Trust,2019-02,3574,1660
NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2019-02,0,8
NHS England South West ,Exmouth Minor Injury Unit,2019-02,0,0
NHS England South West ,Gloucestershire Care Services NHS Trust,2019-02,0,24
NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2019-02,11701,4380
NHS England South West ,Great Western Hospitals NHS Foundation Trust,2019-02,6285,3336
NHS England South West ,North Bristol NHS Trust,2019-02,7195,4500
NHS England South West ,Northern Devon Healthcare NHS Trust,2019-02,3519,1515
NHS England South West ,Okehampton Medical Centre,2019-02,0,0
NHS England South West ,Paulton Memorial Hospital,2019-02,0,0
NHS England South West ,Poole Hospital NHS Foundation Trust,2019-02,5170,2943
NHS England South West ,Royal Cornwall Hospitals NHS Trust,2019-02,5928,3505
NHS England South West ,Royal Devon And Exeter NHS Foundation Trust,2019-02,7116,3344
NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2019-02,5871,3623
NHS England South West ,Salisbury NHS Foundation Trust,2019-02,3757,1819
NHS England South West ,Somerset Partnership NHS Foundation Trust,2019-02,0,37
NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2019-02,0,0
NHS England South West ,Taunton And Somerset NHS Foundation Trust,2019-02,5815,3273
NHS England South West ,Tetbury Hospital Trust Ltd,2019-02,0,0
NHS England South West ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,2019-02,5662,2972
NHS England South West ,Torbay And South Devon NHS Foundation Trust,2019-02,5643,2856
NHS England South West ,University Hospitals Bristol NHS Foundation Trust,2019-02,9313,3811
NHS England South West ,University Hospitals Plymouth NHS Trust,2019-02,8014,4939
NHS England South West ,Weston Area Health NHS Trust,2019-02,3669,1182
NHS England South West ,Wiltshire Health & Care,2019-02,0,0
NHS England South West ,Yate West Gate Centre,2019-02,0,0
NHS England South West ,Yeovil District Hospital NHS Foundation Trust,2019-02,4410,1870
NHS England London,Edmonton GP Walk In Centre,2019-03,0,0
NHS England London,Royal National Orthopaedic Hospital NHS Trust,2019-03,0,28
NHS England London,The Junction Hc - Unregistered Patients,2019-03,0,0
NHS England London,Hounslow And Richmond Community Healthcare NHS Trust,2019-03,0,0
NHS England London,Beckenham Beacon Ucc,2019-03,0,0
NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2019-03,15994,5172
NHS England London,The Pinn Unregistered Wic,2019-03,0,0
NHS England London,Kings Park Surgery,2019-03,0,0
NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2019-03,6092,2022
NHS England London,North East London NHS Foundation Trust,2019-03,0,0
NHS England London,St George's University Hospitals NHS Foundation Trust,2019-03,14111,5049
NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2019-03,0,144
NHS England London,Harold Wood Wic,2019-03,0,0
NHS England London,Urgent Care Centre (Qms),2019-03,0,0
NHS England London,North Middlesex University Hospital NHS Trust,2019-03,8955,3267
NHS England London,Barts Health NHS Trust,2019-03,27950,10557
NHS England London,Royal Brompton & Harefield NHS Foundation Trust,2019-03,0,313
NHS England London,King's College Hospital NHS Foundation Trust,2019-03,17193,5565
NHS England London,Belmont Health Centre,2019-03,0,0
NHS England London,Croydon Health Services NHS Trust,2019-03,7456,2118
NHS England London,Guy's And St Thomas' NHS Foundation Trust,2019-03,14828,4453
NHS England London,Whittington Health NHS Trust,2019-03,9720,1603
NHS England London,Kingston Hospital NHS Foundation Trust,2019-03,10266,3062
NHS England London,Lewisham And Greenwich NHS Trust,2019-03,14307,5333
NHS England London,Imperial College Healthcare NHS Trust,2019-03,10480,4431
NHS England London,Epsom And St Helier University Hospitals NHS Trust,2019-03,13280,3785
NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2019-03,19746,4754
NHS England London,London North West University Healthcare NHS Trust,2019-03,12753,7383
NHS England London,Central London Community Healthcare NHS Trust,2019-03,0,0
NHS England London,University College London Hospitals NHS Foundation Trust,2019-03,12678,2691
NHS England London,Homerton University Hospital NHS Foundation Trust,2019-03,10967,1942
NHS England London,Royal Free London NHS Foundation Trust,2019-03,21439,5563
NHS England Midlands And East ,Nottingham Citycare Partnership,2019-03,0,0
NHS England Midlands And East ,Badger Ltd,2019-03,0,0
NHS England Midlands And East ,Market Harborough Med.Ctr,2019-03,0,0
NHS England Midlands And East ,Erdington GP Health & Wellbeing Wic,2019-03,0,0
NHS England Midlands And East ,Oakham Medical Practice,2019-03,0,0
NHS England Midlands And East ,Loughborough Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Summerfield GP Surg & Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Assura Vertis Urgent Care Centres (Birmingham),2019-03,0,0
NHS England Midlands And East ,Derbyshire Community Health Services NHS Foundation Trust,2019-03,0,0
NHS England Midlands And East ,Hertfordshire Community NHS Trust,2019-03,0,0
NHS England Midlands And East ,South Birmingham GP Walk In Centre,2019-03,0,0
NHS England Midlands And East ,Dhu Health Care C.I.C,2019-03,0,0
NHS England Midlands And East ,George Eliot Hospital NHS Trust,2019-03,7690,1523
NHS England Midlands And East ,West Suffolk NHS Foundation Trust,2019-03,6235,2970
NHS England Midlands And East ,Wye Valley NHS Trust,2019-03,5294,1747
NHS England Midlands And East ,Latham House Medical Practice,2019-03,0,0
NHS England Midlands And East ,Walsall Urgent Care Centre (Community Site),2019-03,0,18
NHS England Midlands And East ,Oadby & Wigston Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Clacton Hospital,2019-03,0,0
NHS England Midlands And East ,Market Harborough Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Walsall Healthcare NHS Trust,2019-03,7046,2976
NHS England Midlands And East ,Southend University Hospital NHS Foundation Trust,2019-03,7142,3967
NHS England Midlands And East ,Melton Mowbray Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Oakham Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Fryatt Hospital,2019-03,0,0
NHS England Midlands And East ,The Royal Wolverhampton NHS Trust,2019-03,12471,4037
NHS England Midlands And East ,Cambridge University Hospitals NHS Foundation Trust,2019-03,10987,4144
NHS England Midlands And East ,West Hertfordshire Hospitals NHS Trust,2019-03,9048,3660
NHS England Midlands And East ,Worcestershire Acute Hospitals NHS Trust,2019-03,10964,4364
NHS England Midlands And East ,The Princess Alexandra Hospital NHS Trust,2019-03,9367,3052
NHS England Midlands And East ,Putnoe Medical Centre Walk In Centre,2019-03,0,0
NHS England Midlands And East ,Northampton General Hospital NHS Trust,2019-03,9296,4373
NHS England Midlands And East ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2019-03,5984,3149
NHS England Midlands And East ,Luton And Dunstable University Hospital NHS Foundation Trust,2019-03,9395,4391
NHS England Midlands And East ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2019-03,0,19
NHS England Midlands And East ,Birmingham Women's And Children's NHS Foundation Trust,2019-03,5741,1468
NHS England Midlands And East ,University Hospitals Of Leicester NHS Trust,2019-03,21059,8799
NHS England Midlands And East ,Sandwell And West Birmingham Hospitals NHS Trust,2019-03,14139,4370
NHS England Midlands And East ,University Hospitals Coventry And Warwickshire NHS Trust,2019-03,13331,5283
NHS England Midlands And East ,Basildon And Thurrock University Hospitals NHS Foundation Trust,2019-03,11905,3681
NHS England Midlands And East ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2019-03,9798,5046
NHS England Midlands And East ,Coventry And Warwickshire Partnership NHS Trust,2019-03,0,82
NHS England Midlands And East ,South Warwickshire NHS Foundation Trust,2019-03,6316,2314
NHS England Midlands And East ,Lincolnshire Community Health Services NHS Trust,2019-03,0,3
NHS England Midlands And East ,Sherwood Forest Hospitals NHS Foundation Trust,2019-03,9373,3465
NHS England Midlands And East ,The Dudley Group NHS Foundation Trust,2019-03,9593,3140
NHS England Midlands And East ,Chesterfield Royal Hospital NHS Foundation Trust,2019-03,6229,3154
NHS England Midlands And East ,North West Anglia NHS Foundation Trust,2019-03,13291,4623
NHS England Midlands And East ,University Hospitals Birmingham NHS Foundation Trust,2019-03,32017,15603
NHS England Midlands And East ,East And North Hertfordshire NHS Trust,2019-03,9894,4149
NHS England Midlands And East ,Mid Essex Hospital Services NHS Trust,2019-03,8950,3185
NHS England Midlands And East ,University Hospitals Of North Midlands NHS Trust,2019-03,15539,8989
NHS England Midlands And East ,Kettering General Hospital NHS Foundation Trust,2019-03,8077,3036
NHS England Midlands And East ,Milton Keynes University Hospital NHS Foundation Trust,2019-03,7714,2423
NHS England Midlands And East ,Sleaford Medical Group,2019-03,0,12
NHS England Midlands And East ,Bedford Hospital NHS Trust,2019-03,6537,2311
NHS England Midlands And East ,East Suffolk And North Essex NHS Foundation Trust,2019-03,16965,6928
NHS England Midlands And East ,Birmingham Wic,2019-03,0,0
NHS England Midlands And East ,Haverstock Healthcare (Cheshunt Community Hospital),2019-03,0,0
NHS England Midlands And East ,Nottingham University Hospitals NHS Trust,2019-03,16532,7367
NHS England Midlands And East ,University Hospitals Of Derby And Burton NHS Foundation Trust,2019-03,18481,7824
NHS England Midlands And East ,Shropshire Community Health NHS Trust,2019-03,0,14
NHS England Midlands And East ,Corby Urgent Care Centre,2019-03,0,0
NHS England Midlands And East ,Shrewsbury And Telford Hospital NHS Trust,2019-03,9935,5091
NHS England Midlands And East ,Norwich Practices Ltd,2019-03,0,0
NHS England Midlands And East ,James Paget University Hospitals NHS Foundation Trust,2019-03,6482,2074
NHS England Midlands And East ,United Lincolnshire Hospitals NHS Trust,2019-03,12304,5178
NHS England North ,Miriam Minor Emergency,2019-03,0,0
NHS England North ,Parkfield (H) Minor Emergency,2019-03,0,0
NHS England North ,Goole & District Hospital,2019-03,0,0
NHS England North ,Bransholme Health Centre,2019-03,0,0
NHS England North ,East Riding Community Hospital,2019-03,0,0
NHS England North ,Moreton Health Minor Injury,2019-03,0,0
NHS England North ,Workington Health Limited,2019-03,0,0
NHS England North ,The Wilberforce Health Centre,2019-03,0,0
NHS England North ,Countess Of Chester Hospital NHS Foundation Trust,2019-03,6346,2736
NHS England North ,Skelmersdale Walk In Centre,2019-03,0,0
NHS England North ,"Wrightington, Wigan And Leigh NHS Foundation Trust",2019-03,7521,2898
NHS England North ,Dr Local Care Direct Ooh,2019-03,0,0
NHS England North ,Dr Local Care Direct Ooh,2019-03,0,0
NHS England North ,South West Yorkshire Partnership NHS Foundation Trust,2019-03,0,136
NHS England North ,Wirral Community NHS Foundation Trust,2019-03,0,0
NHS England North ,Barnsley Hospital NHS Foundation Trust,2019-03,8612,3067
NHS England North ,Northern Doctors Urgent Care,2019-03,0,0
NHS England North ,Sheffield Children's NHS Foundation Trust,2019-03,5082,1047
NHS England North ,Calderdale And Huddersfield NHS Foundation Trust,2019-03,13186,4569
NHS England North ,Humber Teaching NHS Foundation Trust,2019-03,0,0
NHS England North ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2019-03,0,211
NHS England North ,Park Community Practice,2019-03,0,0
NHS England North ,Southport And Ormskirk Hospital NHS Trust,2019-03,7487,2767
NHS England North ,Salford Royal NHS Foundation Trust,2019-03,9286,3399
NHS England North ,East Cheshire NHS Trust,2019-03,4099,1340
NHS England North ,Aintree University Hospital NHS Foundation Trust,2019-03,7834,4562
NHS England North ,Alder Hey Children's NHS Foundation Trust,2019-03,5697,1363
NHS England North ,The Rotherham NHS Foundation Trust,2019-03,8600,2104
NHS England North ,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2019-03,9839,3625
NHS England North ,Gateshead Health NHS Foundation Trust,2019-03,7957,2035
NHS England North ,St Helens And Knowsley Teaching Hospitals NHS Trust,2019-03,10021,4903
NHS England North ,Harrogate And District NHS Foundation Trust,2019-03,4303,1627
NHS England North ,Mersey Care NHS Foundation Trust,2019-03,0,144
NHS England North ,North West Boroughs Healthcare NHS Foundation Trust,2019-03,0,0
NHS England North ,Bolton NHS Foundation Trust,2019-03,9408,3238
NHS England North ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2019-03,10892,4817
NHS England North ,Wirral University Teaching Hospital NHS Foundation Trust,2019-03,7785,4351
NHS England North ,Northumbria Healthcare NHS Foundation Trust,2019-03,9079,5568
NHS England North ,Leeds Teaching Hospitals NHS Trust,2019-03,17435,6374
NHS England North ,Bradford Teaching Hospitals NHS Foundation Trust,2019-03,10698,4817
NHS England North ,Blackpool Teaching Hospitals NHS Foundation Trust,2019-03,6565,3422
NHS England North ,Rossendale Minor Injuries Unit,2019-03,0,0
NHS England North ,City Hospitals Sunderland NHS Foundation Trust,2019-03,8865,3766
NHS England North ,Northern Lincolnshire And Goole NHS Foundation Trust,2019-03,12824,3573
NHS England North ,South Tees Hospitals NHS Foundation Trust,2019-03,11020,4737
NHS England North ,Liverpool Women's NHS Foundation Trust,2019-03,0,121
NHS England North ,York Teaching Hospital NHS Foundation Trust,2019-03,10509,5447
NHS England North ,Mid Yorkshire Hospitals NHS Trust,2019-03,17989,5447
NHS England North ,North Tees And Hartlepool NHS Foundation Trust,2019-03,3784,4353
NHS England North ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2019-03,12391,4869
NHS England North ,North Cumbria University Hospitals NHS Trust,2019-03,8002,2949
NHS England North ,County Durham And Darlington NHS Foundation Trust,2019-03,12487,5549
NHS England North ,Warrington And Halton Hospitals NHS Foundation Trust,2019-03,6785,3023
NHS England North ,South Tyneside NHS Foundation Trust,2019-03,5353,1351
NHS England North ,Sheffield Teaching Hospitals NHS Foundation Trust,2019-03,9312,5935
NHS England North ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2019-03,8038,3369
NHS England North ,East Lancashire Hospitals NHS Trust,2019-03,9801,5674
NHS England North ,Manchester University NHS Foundation Trust,2019-03,22685,8978
NHS England North ,Mid Cheshire Hospitals NHS Foundation Trust,2019-03,6063,3314
NHS England North ,Stockport NHS Foundation Trust,2019-03,8676,3617
NHS England North ,Pennine Care NHS Foundation Trust,2019-03,0,0
NHS England North ,Shakespeare Walk-In Centre,2019-03,0,0
NHS England North ,Tameside And Glossop Integrated Care NHS Foundation Trust,2019-03,7750,2485
NHS England North ,Airedale NHS Foundation Trust,2019-03,5083,2525
NHS England North ,Bridgewater Community Healthcare NHS Foundation Trust,2019-03,0,0
NHS England North ,Lancashire Teaching Hospitals NHS Foundation Trust,2019-03,4591,4432
NHS England North ,Hull University Teaching Hospitals NHS Trust,2019-03,11914,4731
NHS England North ,The Walton Centre NHS Foundation Trust,2019-03,0,152
NHS England North ,The Christie NHS Foundation Trust,2019-03,0,457
NHS England North ,Pennine Acute Hospitals NHS Trust,2019-03,23649,8634
NHS England South East ,First Community Health And Care Cic,2019-03,0,0
NHS England South East ,Eastbourne Station Health Centre,2019-03,0,0
NHS England South East ,Hastings Med P & Walkin,2019-03,0,0
NHS England South East ,Southern Health NHS Foundation Trust,2019-03,0,196
NHS England South East ,Bracknell Urgent Care Centre Wic,2019-03,0,0
NHS England South East ,Kent Community Health NHS Foundation Trust,2019-03,0,0
NHS England South East ,Brighton And Sussex University Hospitals NHS Trust,2019-03,14085,4048
NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2019-03,8690,3334
NHS England South East ,Assura Reading Llp,2019-03,0,0
NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2019-03,0,396
NHS England South East ,Buckinghamshire Healthcare NHS Trust,2019-03,6968,5410
